Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,6.367,29762.442,18.019,20980,299.050
CrawlerDynamicLearning,6.374,29789.224,19.499,20574,351.308
CrawlerDynamicLearning,6.398,29817.510,20.928,20823,331.446
CrawlerDynamicLearning,6.390,29844.580,19.727,20242,357.538
CrawlerDynamicLearning,6.365,29869.471,17.709,20313,320.123
CrawlerDynamicLearning,6.377,29898.313,21.454,20415,277.315
CrawlerDynamicLearning,6.374,29926.376,20.779,20368,268.335
CrawlerDynamicLearning,6.528,29950.144,16.479,20575,337.331
CrawlerDynamicLearning,6.438,29978.681,21.090,20296,335.996
CrawlerDynamicLearning,6.370,30006.640,20.684,20323,293.368
CrawlerDynamicLearning,6.389,30032.775,18.895,20829,272.416
CrawlerDynamicLearning,6.359,30058.418,18.502,20341,329.643
CrawlerDynamicLearning,6.395,30085.708,19.945,20448,266.430
CrawlerDynamicLearning,6.391,30113.579,20.536,20433,324.166
CrawlerDynamicLearning,6.394,30139.019,17.978,20395,289.497
CrawlerDynamicLearning,6.401,30165.744,19.426,20268,299.804
CrawlerDynamicLearning,6.425,30194.869,21.737,21232,305.873
CrawlerDynamicLearning,6.400,30222.179,19.978,20261,284.442
CrawlerDynamicLearning,6.397,30247.606,18.242,21076,308.839
CrawlerDynamicLearning,6.391,30274.475,19.577,20386,283.810
CrawlerDynamicLearning,6.383,30303.323,21.471,21178,288.846
CrawlerDynamicLearning,6.371,30330.601,19.988,20312,262.036
CrawlerDynamicLearning,6.401,30356.821,18.967,20692,245.855
CrawlerDynamicLearning,6.410,30384.177,20.040,20439,253.772
CrawlerDynamicLearning,6.405,30411.925,20.378,20633,342.594
CrawlerDynamicLearning,6.395,30437.577,18.441,20990,276.744
CrawlerDynamicLearning,6.396,30466.558,21.590,20888,307.739
CrawlerDynamicLearning,6.404,30491.593,17.832,20610,306.534
CrawlerDynamicLearning,6.414,30519.799,20.853,20414,322.599
CrawlerDynamicLearning,6.360,30548.083,20.984,20338,257.636
CrawlerDynamicLearning,6.335,30573.031,17.796,21011,319.234
CrawlerDynamicLearning,6.355,30599.154,18.927,20438,290.486
CrawlerDynamicLearning,6.355,30628.744,22.204,20448,264.328
CrawlerDynamicLearning,6.370,30653.324,17.398,20281,319.298
CrawlerDynamicLearning,6.398,30681.982,21.261,20968,300.832
CrawlerDynamicLearning,6.372,30710.450,21.149,20387,316.796
CrawlerDynamicLearning,6.438,30734.809,17.146,20738,312.481
CrawlerDynamicLearning,6.391,30763.259,21.113,20584,309.170
CrawlerDynamicLearning,6.452,30791.313,20.703,20983,275.925
CrawlerDynamicLearning,6.403,30816.344,17.800,20530,284.835
CrawlerDynamicLearning,6.380,30845.688,21.957,20764,317.456
CrawlerDynamicLearning,6.373,30871.816,18.935,20666,323.070
CrawlerDynamicLearning,6.390,30898.964,19.890,20906,295.399
CrawlerDynamicLearning,6.384,30926.176,19.701,20424,284.632
CrawlerDynamicLearning,6.396,30954.391,20.859,20721,267.679
CrawlerDynamicLearning,6.412,30981.290,19.623,20987,295.438
CrawlerDynamicLearning,6.358,31007.135,18.646,20470,310.714
CrawlerDynamicLearning,6.398,31033.955,19.553,20244,281.217
CrawlerDynamicLearning,6.453,31061.170,19.796,20451,281.735
CrawlerDynamicLearning,6.364,31088.689,20.273,20345,308.804
CrawlerDynamicLearning,6.385,31114.954,19.018,20535,336.576
CrawlerDynamicLearning,6.398,31143.177,20.867,20917,318.947
CrawlerDynamicLearning,6.399,31171.087,20.578,20881,358.956
CrawlerDynamicLearning,6.395,31196.606,18.321,20853,266.533
CrawlerDynamicLearning,6.368,31224.254,20.314,20361,260.454
CrawlerDynamicLearning,6.389,31251.269,19.707,21083,278.934
CrawlerDynamicLearning,6.401,31279.615,20.981,20515,334.261
CrawlerDynamicLearning,6.381,31307.563,20.640,21043,313.930
CrawlerDynamicLearning,6.418,31333.843,19.008,20743,302.914
CrawlerDynamicLearning,6.361,31360.424,19.324,20337,293.988
CrawlerDynamicLearning,6.442,31389.702,21.832,21081,291.184
CrawlerDynamicLearning,6.415,31413.528,16.655,20939,337.279
CrawlerDynamicLearning,6.397,31442.806,21.854,21020,290.993
CrawlerDynamicLearning,6.389,31470.776,20.654,20425,314.374
CrawlerDynamicLearning,6.385,31498.523,20.435,20656,289.692
CrawlerDynamicLearning,6.403,31524.017,18.280,20663,298.534
CrawlerDynamicLearning,6.406,31550.715,19.403,20686,368.069
CrawlerDynamicLearning,6.407,31578.283,20.332,20896,299.239
CrawlerDynamicLearning,6.385,31607.220,21.568,21215,323.147
CrawlerDynamicLearning,6.422,31634.943,20.373,20850,287.381
CrawlerDynamicLearning,6.455,31660.259,18.052,20765,369.071
CrawlerDynamicLearning,6.417,31689.811,22.138,21197,295.730
CrawlerDynamicLearning,6.367,31716.349,19.098,20635,333.258
CrawlerDynamicLearning,6.384,31744.161,20.494,21208,284.623
CrawlerDynamicLearning,6.372,31769.738,18.373,20418,324.221
CrawlerDynamicLearning,6.395,31797.487,20.432,20633,295.710
CrawlerDynamicLearning,6.384,31827.482,22.581,20255,279.732
CrawlerDynamicLearning,6.368,31851.798,17.179,20402,345.724
CrawlerDynamicLearning,6.408,31879.713,20.604,20643,251.539
CrawlerDynamicLearning,6.366,31905.517,18.627,20298,327.014
CrawlerDynamicLearning,6.539,31932.929,19.884,20243,272.016
CrawlerDynamicLearning,6.428,31960.592,20.287,21008,320.083
CrawlerDynamicLearning,6.396,31986.701,18.878,20869,318.536
CrawlerDynamicLearning,6.366,32015.964,21.905,20580,248.518
CrawlerDynamicLearning,6.400,32040.956,17.798,20580,280.599
CrawlerDynamicLearning,6.389,32070.382,22.053,20688,267.055
CrawlerDynamicLearning,6.387,32095.976,18.355,20763,298.388
CrawlerDynamicLearning,6.412,32122.406,19.121,21007,328.774
CrawlerDynamicLearning,6.368,32150.533,20.841,20664,298.068
CrawlerDynamicLearning,6.349,32180.605,22.721,20783,305.657
CrawlerDynamicLearning,6.403,32204.582,16.805,20534,344.605
CrawlerDynamicLearning,6.373,32230.152,18.384,20348,257.918
CrawlerDynamicLearning,6.418,32260.454,22.850,20610,295.357
CrawlerDynamicLearning,6.387,32284.855,17.230,20512,374.937
CrawlerDynamicLearning,6.371,32312.385,20.260,20482,255.849
CrawlerDynamicLearning,6.381,32340.553,20.804,20761,306.600
CrawlerDynamicLearning,6.426,32367.447,19.612,20905,315.763
CrawlerDynamicLearning,6.411,32394.601,19.826,20835,304.311
CrawlerDynamicLearning,6.373,32422.294,20.369,20780,282.193
CrawlerDynamicLearning,6.388,32448.217,18.669,20523,294.655
CrawlerDynamicLearning,6.368,32477.311,21.729,21164,289.707
CrawlerDynamicLearning,6.418,32503.056,18.270,20579,310.899
CrawlerDynamicLearning,6.376,32532.350,21.916,20346,282.427
CrawlerDynamicLearning,6.389,32556.505,17.033,20543,308.961
CrawlerDynamicLearning,6.360,32585.806,21.954,20746,309.100
CrawlerDynamicLearning,6.399,32612.989,19.889,20651,283.983
CrawlerDynamicLearning,6.378,32640.574,20.280,20895,330.784
CrawlerDynamicLearning,6.370,32665.711,17.927,20809,304.571
CrawlerDynamicLearning,6.380,32692.582,19.585,20852,292.580
CrawlerDynamicLearning,6.396,32721.899,21.943,21052,332.988
CrawlerDynamicLearning,6.374,32748.415,19.284,20558,329.048
CrawlerDynamicLearning,6.388,32775.020,19.353,20306,269.418
CrawlerDynamicLearning,6.389,32803.499,21.158,21206,273.044
CrawlerDynamicLearning,6.405,32831.099,20.282,20694,313.621
CrawlerDynamicLearning,6.401,32855.951,17.647,20622,256.222
CrawlerDynamicLearning,6.394,32884.970,21.644,21171,319.532
CrawlerDynamicLearning,6.405,32914.394,22.014,21075,286.476
CrawlerDynamicLearning,6.354,32939.709,18.157,20388,286.961
CrawlerDynamicLearning,6.389,32965.848,18.879,20925,305.112
CrawlerDynamicLearning,6.368,32993.703,20.533,20287,316.429
CrawlerDynamicLearning,6.352,33022.803,21.735,20914,288.563
CrawlerDynamicLearning,6.360,33045.980,16.098,20420,330.071
CrawlerDynamicLearning,6.379,33075.868,22.453,20522,360.473
CrawlerDynamicLearning,6.398,33102.075,18.971,20383,230.891
CrawlerDynamicLearning,6.393,33130.906,21.496,21054,286.780
CrawlerDynamicLearning,6.417,33156.640,18.406,20819,325.419
CrawlerDynamicLearning,6.368,33182.350,18.503,20405,327.870
CrawlerDynamicLearning,6.404,33211.986,22.189,20644,289.527
CrawlerDynamicLearning,6.423,33236.021,16.826,21161,306.671
CrawlerDynamicLearning,6.374,33265.257,21.887,20315,280.563
CrawlerDynamicLearning,6.361,33291.007,18.333,20253,308.690
CrawlerDynamicLearning,6.376,33320.024,21.641,20629,267.383
CrawlerDynamicLearning,6.459,33345.127,17.843,20982,331.435
CrawlerDynamicLearning,6.430,33373.815,21.323,20770,352.309
CrawlerDynamicLearning,6.427,33401.401,20.202,20512,272.156
CrawlerDynamicLearning,6.401,33429.578,20.804,20813,309.561
CrawlerDynamicLearning,6.397,33454.394,17.636,20420,309.672
CrawlerDynamicLearning,6.378,33484.049,22.279,20537,299.299
CrawlerDynamicLearning,6.382,33509.545,18.266,21122,316.066
CrawlerDynamicLearning,6.418,33537.413,20.522,21115,293.394
CrawlerDynamicLearning,6.530,33565.088,20.207,20266,288.692
CrawlerDynamicLearning,6.417,33594.137,21.642,21001,312.768
CrawlerDynamicLearning,6.426,33618.832,17.478,21068,302.619
CrawlerDynamicLearning,6.424,33645.225,19.065,20851,229.665
CrawlerDynamicLearning,6.417,33673.393,20.786,20401,245.438
CrawlerDynamicLearning,6.362,33701.271,20.561,20704,251.958
CrawlerDynamicLearning,6.409,33729.825,21.204,20683,327.521
CrawlerDynamicLearning,6.363,33755.000,18.015,20818,306.908
CrawlerDynamicLearning,6.394,33783.346,21.007,20396,336.278
CrawlerDynamicLearning,6.415,33808.957,18.350,21071,318.331
CrawlerDynamicLearning,6.394,33837.379,21.042,20367,324.282
CrawlerDynamicLearning,6.354,33862.700,18.188,20546,298.173
CrawlerDynamicLearning,6.360,33891.491,21.468,20868,302.300
CrawlerDynamicLearning,6.364,33918.665,19.910,20357,339.652
CrawlerDynamicLearning,6.383,33945.726,19.771,21232,293.432
CrawlerDynamicLearning,6.402,33973.895,20.772,20998,368.695
CrawlerDynamicLearning,6.403,33999.667,18.511,20286,348.785
CrawlerDynamicLearning,6.410,34028.352,21.321,20438,335.185
CrawlerDynamicLearning,6.426,34055.573,19.892,21000,314.243
CrawlerDynamicLearning,6.365,34081.533,18.514,20245,300.177
CrawlerDynamicLearning,6.410,34108.694,19.823,21085,348.979
CrawlerDynamicLearning,6.367,34135.695,19.727,20937,321.044
CrawlerDynamicLearning,6.380,34165.723,22.596,20677,348.859
CrawlerDynamicLearning,6.361,34192.829,19.869,20799,301.001
CrawlerDynamicLearning,6.371,34218.001,17.982,20398,310.507
CrawlerDynamicLearning,6.410,34246.023,20.714,21022,321.491
CrawlerDynamicLearning,6.482,34272.844,19.410,20967,256.448
CrawlerDynamicLearning,6.398,34300.834,20.634,20704,304.723
CrawlerDynamicLearning,6.414,34327.084,18.993,21091,365.664
CrawlerDynamicLearning,6.419,34355.331,20.889,21236,277.785
CrawlerDynamicLearning,6.417,34383.079,20.374,21237,334.307
CrawlerDynamicLearning,6.407,34410.940,20.532,20594,314.987
CrawlerDynamicLearning,6.401,34437.269,19.090,20996,328.436
CrawlerDynamicLearning,6.392,34465.258,20.687,20389,284.107
CrawlerDynamicLearning,6.415,34491.708,19.153,20606,358.792
CrawlerDynamicLearning,6.408,34519.856,20.773,20787,317.192
CrawlerDynamicLearning,6.397,34547.179,20.031,20567,303.890
CrawlerDynamicLearning,6.409,34572.162,17.748,20529,311.375
CrawlerDynamicLearning,6.369,34600.518,21.009,20261,336.444
CrawlerDynamicLearning,6.392,34627.090,19.318,21056,303.719
CrawlerDynamicLearning,6.394,34654.536,20.130,20554,296.656
CrawlerDynamicLearning,6.396,34682.475,20.641,20851,302.038
CrawlerDynamicLearning,6.436,34707.734,17.948,20422,341.457
CrawlerDynamicLearning,6.385,34736.742,21.651,20737,279.423
CrawlerDynamicLearning,6.449,34763.848,19.761,20996,364.020
CrawlerDynamicLearning,6.426,34790.934,19.711,21141,330.276
CrawlerDynamicLearning,6.406,34819.457,21.164,21218,304.069
CrawlerDynamicLearning,6.401,34846.349,19.635,20393,316.686
CrawlerDynamicLearning,6.416,34870.333,16.573,20316,280.980
CrawlerDynamicLearning,6.450,34899.772,21.952,20731,297.205
CrawlerDynamicLearning,6.397,34928.136,20.972,20624,286.605
CrawlerDynamicLearning,6.384,34953.682,18.329,20561,291.032
CrawlerDynamicLearning,6.389,34981.442,20.464,21079,376.596
CrawlerDynamicLearning,6.396,35009.405,20.639,20283,360.073
CrawlerDynamicLearning,6.387,35035.035,18.409,20340,288.463
CrawlerDynamicLearning,6.392,35062.371,20.097,20480,346.685
CrawlerDynamicLearning,6.390,35089.450,19.752,20513,300.533
CrawlerDynamicLearning,6.402,35116.589,19.872,20293,256.000
CrawlerDynamicLearning,6.436,35141.973,18.110,20260,291.244
CrawlerDynamicLearning,6.420,35171.432,22.036,20660,282.800
CrawlerDynamicLearning,6.432,35197.071,18.359,20684,295.524
CrawlerDynamicLearning,6.406,35225.789,21.359,20742,294.103
CrawlerDynamicLearning,6.393,35252.257,19.209,21008,312.687
CrawlerDynamicLearning,6.369,35279.825,20.249,20297,294.006
CrawlerDynamicLearning,6.415,35305.931,18.822,20810,308.449
CrawlerDynamicLearning,6.434,35334.629,21.297,21123,271.205
CrawlerDynamicLearning,6.424,35360.165,18.268,20311,324.119
CrawlerDynamicLearning,6.407,35388.781,21.241,20925,327.195
CrawlerDynamicLearning,6.445,35415.853,19.656,21017,280.488
CrawlerDynamicLearning,6.440,35444.924,21.625,20901,316.463
CrawlerDynamicLearning,6.410,35471.890,19.665,20579,324.247
CrawlerDynamicLearning,6.396,35499.690,20.484,20863,271.371
CrawlerDynamicLearning,6.510,35526.209,19.108,20720,344.450
CrawlerDynamicLearning,6.420,35553.634,20.053,21056,298.019
CrawlerDynamicLearning,6.391,35579.816,18.950,20870,298.996
CrawlerDynamicLearning,6.435,35608.687,21.467,21133,319.533
CrawlerDynamicLearning,6.395,35634.617,18.661,20681,302.281
CrawlerDynamicLearning,6.398,35665.303,22.987,21023,305.062
CrawlerDynamicLearning,6.423,35692.431,19.813,20858,326.961
CrawlerDynamicLearning,6.382,35717.761,18.096,20448,315.260
CrawlerDynamicLearning,6.394,35744.935,19.832,20385,294.020
CrawlerDynamicLearning,6.380,35769.512,17.423,20304,296.908
CrawlerDynamicLearning,6.386,35797.778,20.964,20439,297.961
CrawlerDynamicLearning,6.417,35825.971,20.825,20348,308.933
CrawlerDynamicLearning,6.416,35853.275,20.008,20505,299.948
CrawlerDynamicLearning,6.409,35878.454,17.981,21233,369.518
CrawlerDynamicLearning,6.377,35907.793,21.954,21227,237.159
CrawlerDynamicLearning,6.437,35936.362,21.179,20755,366.823
CrawlerDynamicLearning,6.417,35963.684,19.993,20697,338.755
CrawlerDynamicLearning,6.358,35988.074,17.269,20244,331.791
CrawlerDynamicLearning,6.388,36017.354,21.889,20740,315.824
CrawlerDynamicLearning,6.412,36043.308,18.661,20850,303.702
CrawlerDynamicLearning,6.411,36070.474,19.872,20552,268.537
CrawlerDynamicLearning,6.523,36097.279,19.397,20316,347.412
CrawlerDynamicLearning,6.424,36124.147,19.511,20643,313.370
CrawlerDynamicLearning,6.432,36152.369,20.825,21096,284.153
CrawlerDynamicLearning,6.372,36179.823,20.207,20386,340.339
CrawlerDynamicLearning,6.405,36205.954,18.856,20426,287.065
CrawlerDynamicLearning,6.422,36234.121,20.792,20864,336.052
CrawlerDynamicLearning,6.382,36261.232,19.865,20587,272.444
CrawlerDynamicLearning,6.377,36288.879,20.333,20505,344.976
CrawlerDynamicLearning,6.407,36316.207,20.014,20874,314.962
CrawlerDynamicLearning,6.426,36344.759,21.175,21109,282.705
CrawlerDynamicLearning,6.403,36371.055,18.995,20833,302.182
CrawlerDynamicLearning,6.396,36397.703,19.351,20742,267.292
CrawlerDynamicLearning,6.568,36425.724,20.480,20263,299.214
CrawlerDynamicLearning,6.396,36453.096,19.842,20447,366.830
CrawlerDynamicLearning,6.401,36477.598,17.303,20429,324.326
CrawlerDynamicLearning,6.354,36507.285,22.297,20350,310.579
CrawlerDynamicLearning,6.402,36532.739,18.221,20396,346.318
CrawlerDynamicLearning,6.431,36558.568,18.571,20889,288.541
CrawlerDynamicLearning,6.407,36588.066,22.107,20690,355.171
CrawlerDynamicLearning,6.425,36615.908,20.504,20833,328.331
CrawlerDynamicLearning,6.419,36641.431,18.260,20350,358.853
CrawlerDynamicLearning,6.425,36669.359,20.586,21240,327.499
CrawlerDynamicLearning,6.386,36697.692,20.995,20873,332.488
CrawlerDynamicLearning,6.415,36722.808,17.874,20265,290.627
CrawlerDynamicLearning,6.410,36750.517,20.324,20827,317.629
CrawlerDynamicLearning,6.414,36778.658,20.769,20516,355.448
CrawlerDynamicLearning,6.385,36805.492,19.506,20934,288.612
CrawlerDynamicLearning,6.389,36833.337,20.599,20883,366.483
CrawlerDynamicLearning,6.376,36858.971,18.410,20893,309.462
CrawlerDynamicLearning,6.433,36887.418,21.067,21232,275.907
CrawlerDynamicLearning,6.436,36914.800,20.006,20729,283.492
CrawlerDynamicLearning,6.385,36941.263,19.144,20362,274.198
CrawlerDynamicLearning,6.422,36970.066,21.393,20992,277.901
CrawlerDynamicLearning,6.396,36997.833,20.437,20740,260.907
CrawlerDynamicLearning,6.400,37023.486,18.396,20808,271.967
CrawlerDynamicLearning,6.390,37051.514,20.714,20506,256.928
CrawlerDynamicLearning,6.392,37078.173,19.381,20252,288.818
CrawlerDynamicLearning,6.409,37105.634,20.125,20538,235.579
CrawlerDynamicLearning,6.394,37131.909,19.017,20632,267.777
CrawlerDynamicLearning,6.382,37158.085,18.970,20426,223.493
CrawlerDynamicLearning,6.423,37185.089,19.657,20712,264.215
CrawlerDynamicLearning,6.422,37213.473,20.984,20961,246.388
CrawlerDynamicLearning,6.403,37242.464,21.388,20531,299.246
CrawlerDynamicLearning,6.410,37268.299,18.620,21213,328.611
CrawlerDynamicLearning,6.394,37294.779,19.199,20420,271.636
CrawlerDynamicLearning,6.395,37322.998,20.873,20836,311.973
CrawlerDynamicLearning,6.395,37349.787,19.513,21227,305.290
CrawlerDynamicLearning,6.411,37378.127,20.994,21219,309.419
CrawlerDynamicLearning,6.385,37402.947,17.622,20468,315.734
CrawlerDynamicLearning,6.408,37430.653,20.336,20594,256.977
CrawlerDynamicLearning,6.355,37459.352,21.357,20621,341.310
CrawlerDynamicLearning,6.394,37486.032,19.454,20845,320.610
CrawlerDynamicLearning,6.429,37512.794,19.431,21008,337.628
CrawlerDynamicLearning,6.420,37541.469,21.286,20553,284.770
CrawlerDynamicLearning,6.393,37569.084,20.298,20749,307.350
CrawlerDynamicLearning,6.372,37595.269,18.935,20380,292.915
CrawlerDynamicLearning,6.349,37622.557,20.031,20241,277.301
CrawlerDynamicLearning,6.421,37649.123,19.300,20659,365.395
CrawlerDynamicLearning,6.395,37674.640,18.284,20856,314.399
CrawlerDynamicLearning,6.399,37703.335,21.317,20715,299.634
CrawlerDynamicLearning,6.395,37729.884,19.276,20397,348.119
CrawlerDynamicLearning,6.407,37756.832,19.644,20754,322.383
CrawlerDynamicLearning,6.446,37785.526,21.294,21872,308.054
CrawlerDynamicLearning,6.437,37812.543,19.688,20631,307.043
CrawlerDynamicLearning,6.391,37841.560,21.660,20978,270.128
CrawlerDynamicLearning,6.362,37867.717,18.947,20643,384.343
CrawlerDynamicLearning,6.358,37893.544,18.616,20335,265.159
CrawlerDynamicLearning,6.381,37921.897,21.008,21187,343.746
CrawlerDynamicLearning,6.423,37948.222,19.067,21216,318.958
CrawlerDynamicLearning,6.428,37977.120,21.483,21846,310.933
CrawlerDynamicLearning,6.394,38003.297,18.905,21220,310.384
CrawlerDynamicLearning,6.394,38031.712,20.806,20975,326.984
CrawlerDynamicLearning,6.386,38060.941,21.864,20683,304.350
CrawlerDynamicLearning,6.397,38086.410,18.238,20408,358.134
CrawlerDynamicLearning,6.426,38114.774,20.976,20987,302.880
CrawlerDynamicLearning,6.444,38141.583,19.465,20393,310.333
CrawlerDynamicLearning,6.413,38168.337,19.432,20798,286.419
CrawlerDynamicLearning,6.384,38196.815,21.102,21105,280.364
CrawlerDynamicLearning,6.364,38222.784,18.780,20363,317.596
CrawlerDynamicLearning,6.386,38251.398,21.262,20857,319.199
CrawlerDynamicLearning,6.388,38277.439,18.771,20760,323.409
CrawlerDynamicLearning,6.411,38303.428,18.741,21089,389.225
CrawlerDynamicLearning,6.379,38332.230,21.451,20352,274.746
CrawlerDynamicLearning,6.530,38360.590,20.857,20573,359.651
CrawlerDynamicLearning,6.360,38386.067,18.255,20660,273.798
CrawlerDynamicLearning,6.398,38411.663,18.350,21151,314.710
CrawlerDynamicLearning,6.378,38440.079,21.048,20706,301.910
CrawlerDynamicLearning,6.419,38468.697,21.238,20936,285.459
CrawlerDynamicLearning,6.392,38496.612,20.583,20797,342.052
CrawlerDynamicLearning,6.382,38521.125,17.333,20765,320.208
CrawlerDynamicLearning,6.384,38550.374,21.863,20467,324.104
CrawlerDynamicLearning,6.410,38578.860,21.122,21159,284.038
CrawlerDynamicLearning,6.376,38603.944,17.915,20649,296.753
CrawlerDynamicLearning,6.386,38632.672,21.362,20356,355.539
CrawlerDynamicLearning,6.397,38658.788,18.856,21226,328.277
CrawlerDynamicLearning,6.398,38686.365,20.255,20390,335.130
CrawlerDynamicLearning,6.399,38712.759,19.110,20738,304.061
CrawlerDynamicLearning,6.461,38741.029,20.859,20939,305.414
CrawlerDynamicLearning,6.386,38768.206,19.868,20652,324.742
CrawlerDynamicLearning,6.358,38793.404,18.014,20279,356.974
CrawlerDynamicLearning,6.476,38822.936,21.771,20919,289.286
CrawlerDynamicLearning,6.409,38850.238,19.977,20448,321.467
CrawlerDynamicLearning,6.352,38876.546,19.085,20396,307.250
CrawlerDynamicLearning,6.382,38903.834,19.979,20519,327.713
CrawlerDynamicLearning,6.358,38930.012,18.966,20763,316.952
CrawlerDynamicLearning,6.397,38957.227,19.961,20915,292.872
CrawlerDynamicLearning,6.430,38983.789,19.283,20349,306.328
CrawlerDynamicLearning,6.414,39012.025,20.889,20743,310.145
CrawlerDynamicLearning,6.386,39039.205,19.910,21047,350.601
CrawlerDynamicLearning,6.390,39067.571,21.030,20664,279.931
CrawlerDynamicLearning,6.400,39094.231,19.401,20621,308.354
CrawlerDynamicLearning,6.404,39120.705,19.212,20370,362.210
CrawlerDynamicLearning,6.375,39146.848,18.877,20960,266.788
CrawlerDynamicLearning,6.402,39174.968,20.787,20639,338.652
CrawlerDynamicLearning,6.398,39202.741,20.475,20519,250.837
CrawlerDynamicLearning,6.389,39229.819,19.766,20352,351.123
CrawlerDynamicLearning,6.449,39255.546,18.438,21035,357.121
CrawlerDynamicLearning,6.426,39283.453,20.561,21108,306.345
CrawlerDynamicLearning,6.431,39311.086,20.241,20389,270.397
CrawlerDynamicLearning,6.364,39336.343,18.023,20336,366.732
CrawlerDynamicLearning,6.388,39364.616,20.939,20750,295.202
CrawlerDynamicLearning,6.387,39392.686,20.727,20493,298.546
CrawlerDynamicLearning,6.386,39419.342,19.437,20966,329.088
CrawlerDynamicLearning,6.373,39445.919,19.314,20549,347.443
CrawlerDynamicLearning,6.367,39473.569,20.369,20450,312.490
CrawlerDynamicLearning,6.395,39499.654,18.820,20261,314.625
CrawlerDynamicLearning,6.411,39527.973,20.944,20957,321.705
CrawlerDynamicLearning,6.478,39555.561,20.174,20529,259.639
